日時,河川水位,id
2024-12-06T00:20,0.97,1
2024-12-06T00:20,1.35,2
2024-12-06T00:20,1.04,3
2024-12-06T00:20,1.00,4
2024-12-06T00:20,0.69,5
2024-12-06T00:20,0.67,6
2024-12-06T00:20,4.08,7
2024-12-06T00:20,2.06,8
2024-12-06T00:20,0.41,9
2024-12-06T00:30,0.19,10
2024-12-06T00:20,0.22,12
2024-12-06T00:20,0.55,13
2024-12-06T00:20,2.07,14
2024-12-06T00:20,2.34,15
2024-12-06T00:20,5.58,16
2024-12-06T00:20,6.49,17
2024-12-06T00:20,1.29,22
2024-12-06T00:20,0.35,23
2024-12-06T00:20,1.39,24
2024-12-06T00:20,0.84,25
2024-12-06T00:20,0.90,26
2024-12-06T00:20,0.55,27
2024-12-06T00:20,0.78,28
2024-12-05T24:00,0.97,29
2024-12-05T24:00,1.01,30
2024-12-05T24:00,0.99,31
2024-12-05T24:00,1.09,32
2024-12-06T00:20,0.00,43
2024-12-06T00:20,1.11,45
2024-12-06T00:20,0.50,46
2024-12-06T00:20,1.19,47
2024-12-06T00:20,0.43,48
2024-12-05T24:00,4.59,49
2024-12-05T24:00,1.23,51
2024-12-06T00:20,1.11,62
2024-12-06T00:20,0.53,63
2024-12-06T00:30,0.47,64
2024-12-06T00:30,0.22,65
2024-12-06T00:30,0.14,66
2024-12-06T00:20,6.77,74
2024-12-06T00:20,0.27,75
2024-12-06T00:20,1.00,76
2024-12-06T00:20,0.55,77
2024-12-06T00:20,6.76,78
2024-12-06T00:20,0.31,79
2024-12-06T00:20,0.98,80
2024-12-06T00:20,7.22,81
2024-12-06T00:20,6.70,82
2024-12-06T00:20,6.76,83
2024-12-06T00:20,0.96,88
2024-12-06T00:20,0.38,89
2024-12-06T00:20,0.72,90
2024-12-06T00:20,0.48,91
2024-12-06T00:20,0.52,92
2024-12-06T00:20,0.56,93
2024-12-06T00:20,349.74,95
2024-12-06T00:20,0.32,96
2024-12-06T00:20,0.49,97
2024-12-06T00:20,1.50,107
2024-12-06T00:20,0.20,108
2024-12-06T00:20,0.56,109
2024-12-06T00:20,1.30,110
2024-12-06T00:20,0.48,111
2024-12-06T00:20,0.41,121
2024-12-06T00:20,0.98,122
2024-12-06T00:20,0.29,124
2024-12-06T00:20,0.54,134
2024-12-06T00:20,0.14,135
2024-12-06T00:20,0.14,136
2024-12-06T00:20,0.66,137
2024-12-06T00:20,0.50,138
2024-12-06T00:20,0.03,139
2024-12-06T00:20,0.58,140
2024-12-06T00:20,0.39,141
2024-12-06T00:20,1.17,150
2024-12-06T00:20,0.02,151
2024-12-06T00:20,1.00,152
2024-12-06T00:20,1.23,153
2024-12-06T00:20,1.83,154
2024-12-06T00:20,0.18,155
2024-12-06T00:20,0.82,156
2024-12-06T00:20,1.24,157
2024-12-06T00:30,0.01,158
2024-12-06T00:20,556.50,170
2024-12-06T00:20,459.40,171
2024-12-06T00:20,0.03,172
2024-12-06T00:20,0.95,174
2024-12-06T00:20,570.01,176
2024-12-06T00:20,1.13,179
2024-12-06T00:20,1.09,180
2024-12-06T00:20,1.81,205
2024-12-06T00:20,0.76,206
2024-12-06T00:20,1.47,207
2024-12-06T00:20,0.70,208
2024-12-06T00:20,0.76,209
2024-12-06T00:20,1.25,210
2024-12-06T00:20,0.65,211
2024-12-06T00:20,0.83,212
